# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_castle
# Exported by: Josh Mate
setting:	replacespawns 0
weapon_jm_secondary_light	-1303.183350 305.763153 165.175720	-0.563 34.062 89.863
weapon_jm_secondary_auto	1673.210083 436.737213 153.110657	-0.670 25.445 91.309
weapon_jm_secondary_auto	1847.327393 595.115845 153.110413	-0.655 25.446 91.278
weapon_jm_secondary_auto	1851.456299 432.219910 153.110046	-0.634 25.449 91.235
weapon_jm_primary_sniper	3970.096191 708.392456 163.401978	3.611 13.250 64.997
weapon_jm_primary_sniper	-1336.129883 308.775269 299.453217	3.492 13.205 65.293
weapon_jm_primary_shotgun	-1334.843628 715.187866 165.781555	-0.511 -9.604 -89.387
weapon_jm_primary_shotgun	1176.487671 -538.570190 153.466110	-0.500 -9.546 -89.111
weapon_jm_primary_shotgun	1176.813721 1552.018066 153.503372	-0.511 -9.529 -89.410
weapon_jm_grenade_frag	2086.191650 584.174500 154.083786	13.065 -31.910 -89.651
weapon_jm_grenade_frag	1295.517090 1566.706177 154.060913	13.084 -31.834 -89.279
weapon_jm_grenade_health	-1353.095947 720.832581 300.686737	-0.023 -0.000 -0.069
weapon_jm_grenade_health	1248.842529 102.514000 392.357300	-0.096 0.000 -0.036
weapon_jm_grenade_health	4167.392578 297.260742 144.418274	-0.060 0.000 -0.018
weapon_jm_grenade_health	1293.667114 -539.297058 152.396057	-0.072 0.000 -0.027
ent_jm_carepackage_spawn	3799.903320 644.216125 120.355812	0.001 0.000 -0.000
ent_jm_carepackage_spawn	3784.260498 527.164001 120.376022	0.002 0.000 0.000
ent_jm_carepackage_spawn	3777.962646 392.920532 120.395050	0.003 0.000 0.002
ent_jm_carepackage_spawn	3924.316650 391.045624 128.388397	-0.015 -0.013 0.015
ent_jm_carepackage_spawn	4026.707031 391.413635 128.394852	0.004 0.000 0.002
ent_jm_carepackage_spawn	4040.089600 522.086914 120.386787	0.002 0.000 0.001
ent_jm_carepackage_spawn	3890.348145 520.108765 120.329742	0.001 0.000 -0.001
ent_jm_carepackage_spawn	3906.048584 631.243530 128.402557	0.005 0.000 0.003
ent_jm_carepackage_spawn	4011.860596 621.879639 128.338150	0.009 0.021 -0.006
ent_jm_carepackage_spawn	4149.929688 643.784424 120.344498	0.001 0.000 -0.000
ent_jm_carepackage_spawn	4147.083984 533.104919 120.399719	0.004 0.000 0.003
ent_jm_carepackage_spawn	4164.522461 363.176544 120.342133	0.001 0.000 -0.001
ent_jm_carepackage_spawn	3658.520508 501.034882 120.351387	0.001 0.000 -0.000
ent_jm_carepackage_spawn	3473.815674 513.716431 120.327164	0.001 0.000 -0.001
ent_jm_carepackage_spawn	3270.367920 519.581970 120.353615	0.001 0.000 -0.000
ent_jm_carepackage_spawn	3039.304443 509.299042 120.383308	0.002 0.000 0.001
ent_jm_carepackage_spawn	2856.739746 494.019440 124.490669	-0.056 0.070 -15.604
ent_jm_carepackage_spawn	2705.496826 520.378479 120.422775	0.014 -0.000 0.014
ent_jm_carepackage_spawn	2586.142090 514.738953 120.411240	0.007 0.000 0.006
ent_jm_carepackage_spawn	2462.131592 512.363586 120.332298	0.001 0.000 -0.001
ent_jm_carepackage_spawn	2587.309082 389.916534 120.372223	0.002 0.000 0.000
ent_jm_carepackage_spawn	2596.479980 198.773331 120.325066	0.015 -0.011 0.037
ent_jm_carepackage_spawn	2582.758789 110.497940 120.404198	0.005 0.000 0.004
ent_jm_carepackage_spawn	2597.449707 642.477966 120.355804	0.001 0.000 -0.000
ent_jm_carepackage_spawn	2589.610596 811.960876 120.351387	0.001 0.000 -0.000
ent_jm_carepackage_spawn	2596.150635 923.158325 120.340027	-0.014 -0.010 0.016
ent_jm_carepackage_spawn	2336.333252 517.980530 120.445091	0.110 -3.446 0.099
ent_jm_carepackage_spawn	2178.535156 438.201019 128.361954	0.002 0.000 -0.001
ent_jm_carepackage_spawn	2204.325195 574.606995 128.406906	0.006 0.000 0.004
ent_jm_carepackage_spawn	2119.251221 515.682678 128.341843	0.002 0.000 -0.001
ent_jm_carepackage_spawn	2225.522705 509.087341 320.099731	-0.050 0.358 7.913
ent_jm_carepackage_spawn	1767.052979 570.025391 319.541168	7.777 0.509 0.069
ent_jm_carepackage_spawn	1207.224609 -51.889484 611.075195	-7.689 0.567 -0.079
ent_jm_carepackage_spawn	1122.092163 67.314064 599.831787	-7.747 0.597 -0.085
ent_jm_carepackage_spawn	1149.557861 243.914307 603.459595	-7.727 0.586 -0.083
ent_jm_carepackage_spawn	1354.534058 249.554031 602.418762	7.654 -0.562 -0.078
ent_jm_carepackage_spawn	1405.404907 107.691559 595.727722	7.588 -0.555 -0.075
ent_jm_carepackage_spawn	1401.376099 9.224840 596.222717	7.730 -0.587 -0.083
ent_jm_carepackage_spawn	1125.891602 -62.372223 600.325134	-7.774 0.626 -0.089
ent_jm_carepackage_spawn	1310.036499 -85.930092 608.270386	7.718 -0.577 -0.081
ent_jm_carepackage_spawn	1260.270386 250.304459 614.852600	7.683 0.454 0.072
ent_jm_carepackage_spawn	1214.760742 403.259216 603.652283	-10.398 -0.584 0.172
ent_jm_carepackage_spawn	1311.016113 484.789429 598.179382	10.306 -2.545 -0.459
ent_jm_carepackage_spawn	1286.615234 627.776978 602.670898	10.399 0.588 0.152
ent_jm_carepackage_spawn	1192.206543 624.359924 599.519836	-10.399 -0.588 0.145
ent_jm_carepackage_spawn	1181.954590 512.554688 597.610474	-10.543 0.011 0.015
ent_jm_carepackage_spawn	1111.921265 783.124268 598.505310	-7.697 0.572 -0.080
ent_jm_carepackage_spawn	1115.401855 964.840027 598.954529	-7.730 0.587 -0.083
ent_jm_carepackage_spawn	1107.806641 1050.027222 597.952942	-7.730 0.587 -0.083
ent_jm_carepackage_spawn	1252.935059 1083.871094 615.841736	7.637 0.442 0.059
ent_jm_carepackage_spawn	1347.901123 1073.624634 603.276489	7.720 -0.586 -0.083
ent_jm_carepackage_spawn	1388.260864 922.330750 597.972534	7.650 -0.560 -0.077
ent_jm_carepackage_spawn	1366.205444 790.309692 600.889282	7.617 -0.557 -0.076
ent_jm_carepackage_spawn	1243.887939 758.834595 615.945984	-7.727 0.302 -0.041
ent_jm_carepackage_spawn	2510.628174 929.353638 120.334312	-0.023 -0.002 -0.025
ent_jm_carepackage_spawn	2417.083740 938.542664 120.419090	0.012 -0.000 0.011
ent_jm_carepackage_spawn	2268.163574 934.349976 120.404190	0.005 0.000 0.004
ent_jm_carepackage_spawn	2178.466309 941.558655 120.342133	0.001 0.000 -0.001
ent_jm_carepackage_spawn	1992.604248 910.212280 124.516418	0.019 0.338 -15.805
ent_jm_carepackage_spawn	1836.613403 914.121216 120.349121	0.001 0.000 -0.000
ent_jm_carepackage_spawn	1690.347412 917.997864 120.407074	0.006 0.000 0.005
ent_jm_carepackage_spawn	1496.990845 940.647217 120.426369	0.019 -0.000 0.018
ent_jm_carepackage_spawn	1763.949951 843.635498 120.376884	0.022 -0.008 -0.016
ent_jm_carepackage_spawn	1757.805298 733.072998 120.425018	0.012 -0.008 -0.009
ent_jm_carepackage_spawn	1767.891968 653.041260 124.754288	-0.000 -0.944 -16.443
ent_jm_carepackage_spawn	1760.554688 587.753235 128.383102	0.003 0.000 0.000
ent_jm_carepackage_spawn	1696.824829 511.310608 128.357712	0.002 0.000 -0.001
ent_jm_carepackage_spawn	1814.557739 539.735291 128.475830	-0.302 0.388 -0.250
ent_jm_carepackage_spawn	1765.929199 508.243927 128.364014	0.002 0.000 -0.001
ent_jm_carepackage_spawn	1762.096191 441.457214 128.359848	0.002 0.000 -0.001
ent_jm_carepackage_spawn	1752.621704 314.802673 120.379723	0.002 0.000 0.001
ent_jm_carepackage_spawn	1749.202148 250.428497 120.419083	0.011 -0.000 0.011
ent_jm_carepackage_spawn	1757.998047 162.590607 120.360100	0.001 0.000 -0.000
ent_jm_carepackage_spawn	1752.972900 125.262390 120.408897	0.003 0.010 -0.002
ent_jm_carepackage_spawn	1858.067871 85.816330 120.434242	0.032 -0.000 0.031
ent_jm_carepackage_spawn	2004.584961 94.302353 120.327835	-0.015 -0.016 0.024
ent_jm_carepackage_spawn	2126.341797 107.887512 120.346825	0.001 0.000 -0.000
ent_jm_carepackage_spawn	2326.091797 115.690346 124.997871	-0.076 -0.028 15.526
ent_jm_carepackage_spawn	2521.233398 104.972527 120.416534	0.010 -0.000 0.009
ent_jm_carepackage_spawn	2415.041748 94.727821 120.376030	0.002 0.000 0.000
ent_jm_carepackage_spawn	2201.638184 113.575096 124.632713	0.044 -0.347 14.456
ent_jm_carepackage_spawn	1651.968994 112.662910 120.410583	-0.020 0.000 0.025
ent_jm_carepackage_spawn	1542.346069 104.154968 120.362190	0.001 0.000 -0.000
ent_jm_carepackage_spawn	1423.813843 103.714600 128.389969	0.003 0.000 0.001
ent_jm_carepackage_spawn	1379.788086 4.778975 128.418930	0.012 -0.000 0.010
ent_jm_carepackage_spawn	1334.742432 208.443512 128.339371	-0.012 -0.015 0.024
ent_jm_carepackage_spawn	1244.977661 240.097961 128.336990	0.002 0.000 -0.001
ent_jm_carepackage_spawn	1130.426025 212.386780 128.370041	0.002 0.000 -0.000
ent_jm_carepackage_spawn	1092.636841 117.203468 128.368057	0.002 0.000 -0.000
ent_jm_carepackage_spawn	1160.745239 9.183791 128.341843	0.002 0.000 -0.001
ent_jm_carepackage_spawn	1119.851929 -56.012577 128.435226	0.035 -0.000 0.034
ent_jm_carepackage_spawn	1259.746094 -78.161667 128.324219	0.002 0.000 -0.001
ent_jm_carepackage_spawn	1242.049316 -180.140366 120.355804	0.001 0.000 -0.000
ent_jm_carepackage_spawn	1253.325806 -239.912537 120.381744	-0.010 -0.016 0.017
ent_jm_carepackage_spawn	1256.446045 -323.218689 120.353317	-0.020 0.019 -0.040
ent_jm_carepackage_spawn	1245.485962 -401.313538 120.388489	0.003 0.000 0.001
ent_jm_carepackage_spawn	1310.870605 -419.081207 128.416153	-0.007 0.016 -0.011
ent_jm_carepackage_spawn	1310.569702 -467.343384 128.319153	0.001 0.000 -0.001
ent_jm_carepackage_spawn	1228.965698 -534.579041 128.499527	0.071 -0.041 -0.070
ent_jm_carepackage_spawn	1171.914673 -486.137695 128.395050	0.003 0.000 0.002
ent_jm_carepackage_spawn	1248.350952 -480.940430 120.353615	0.001 0.000 -0.000
ent_jm_carepackage_spawn	1288.163208 94.754692 392.348846	0.002 0.000 -0.001
ent_jm_carepackage_spawn	1219.641724 98.437744 392.373230	-0.003 -0.010 0.006
ent_jm_carepackage_spawn	991.755676 97.954193 120.332298	0.001 0.000 -0.001
ent_jm_carepackage_spawn	923.242737 92.712555 120.364258	0.001 0.000 -0.000
ent_jm_carepackage_spawn	866.795044 93.280998 120.339729	0.001 0.000 -0.001
ent_jm_carepackage_spawn	793.204346 99.871880 120.388489	0.003 0.000 0.001
ent_jm_carepackage_spawn	731.132996 99.903740 120.342133	0.001 0.000 -0.001
ent_jm_carepackage_spawn	728.940308 184.839066 120.426971	-0.110 0.061 0.005
ent_jm_carepackage_spawn	725.008301 266.297974 120.383308	0.002 0.000 0.001
ent_jm_carepackage_spawn	736.471619 352.111969 120.360100	0.001 0.000 -0.000
ent_jm_carepackage_spawn	722.938904 429.822357 128.402542	0.005 0.000 0.003
ent_jm_carepackage_spawn	739.924072 585.623230 128.341843	0.002 0.000 -0.001
ent_jm_carepackage_spawn	657.614685 521.797974 128.357712	0.002 0.000 -0.001
ent_jm_carepackage_spawn	805.750122 513.602844 128.408310	0.006 0.000 0.005
ent_jm_carepackage_spawn	727.814453 518.766052 128.418671	-0.007 0.016 -0.011
ent_jm_carepackage_spawn	741.208496 677.574646 120.386787	0.002 0.000 0.001
ent_jm_carepackage_spawn	738.563232 761.740112 120.334816	0.001 0.000 -0.001
ent_jm_carepackage_spawn	726.733154 803.042847 120.411247	0.007 0.000 0.006
ent_jm_carepackage_spawn	736.025574 917.962585 120.372223	0.002 0.000 0.000
ent_jm_carepackage_spawn	812.598389 944.676514 120.419823	-0.142 -0.000 0.145
ent_jm_carepackage_spawn	936.167053 925.341797 120.381523	0.002 0.000 0.001
ent_jm_carepackage_spawn	1006.675232 932.463806 120.443863	-0.192 0.019 -0.254
ent_jm_carepackage_spawn	1190.602661 1088.366943 128.353348	0.002 0.000 -0.001
ent_jm_carepackage_spawn	1144.815308 1069.819580 128.404022	0.005 0.000 0.004
ent_jm_carepackage_spawn	1096.750732 1016.994446 128.415085	0.009 0.000 0.008
ent_jm_carepackage_spawn	1096.431885 948.350098 128.326843	0.002 0.000 -0.001
ent_jm_carepackage_spawn	1094.921631 874.529358 128.334518	0.002 0.000 -0.001
ent_jm_carepackage_spawn	1155.141235 815.303833 128.332001	0.002 0.000 -0.001
ent_jm_carepackage_spawn	1226.759399 781.949341 128.408325	0.007 0.000 0.005
ent_jm_carepackage_spawn	1300.683472 782.514832 128.346558	0.002 0.000 -0.001
ent_jm_carepackage_spawn	1397.573853 809.312195 128.440582	0.052 -0.000 0.051
ent_jm_carepackage_spawn	1368.714478 877.453430 128.344223	0.002 0.000 -0.001
ent_jm_carepackage_spawn	1369.236450 984.268433 128.368057	0.002 0.000 -0.000
ent_jm_carepackage_spawn	1375.499146 1087.031250 128.336990	0.002 0.000 -0.001
ent_jm_carepackage_spawn	1288.089478 1104.854980 128.368057	0.002 0.000 -0.000
ent_jm_carepackage_spawn	1247.667847 1191.861084 120.344498	0.001 0.000 -0.000
ent_jm_carepackage_spawn	1250.096313 1253.392212 120.355804	0.001 0.000 -0.000
ent_jm_carepackage_spawn	1249.640137 1355.586304 120.333572	0.030 -0.007 -0.021
ent_jm_carepackage_spawn	1235.800903 1454.371460 120.389145	-0.009 0.008 -0.008
ent_jm_carepackage_spawn	1169.181885 1513.747192 128.351395	0.001 0.000 -0.000
ent_jm_carepackage_spawn	1245.810181 1560.609985 128.398941	0.018 0.132 0.018
ent_jm_carepackage_spawn	1314.343506 1479.008545 128.381531	0.002 0.000 0.001
ent_jm_carepackage_spawn	1247.488281 1505.473389 120.344498	0.001 0.000 -0.000
ent_jm_carepackage_spawn	1159.334717 1396.482300 128.451157	-0.076 -0.000 0.084
ent_jm_carepackage_spawn	1201.345459 927.489136 392.348846	0.002 0.000 -0.001
ent_jm_carepackage_spawn	1282.869995 924.986023 392.348846	0.002 0.000 -0.001
ent_jm_carepackage_spawn	658.098633 920.681213 120.416542	0.010 -0.000 0.009
ent_jm_carepackage_spawn	581.995850 922.725037 120.351158	-0.025 -0.012 0.019
ent_jm_carepackage_spawn	473.451202 932.928589 120.462585	0.002 -0.020 0.001
ent_jm_carepackage_spawn	331.036835 923.350891 120.370277	0.002 0.000 0.000
ent_jm_carepackage_spawn	228.099518 929.347961 120.337296	0.001 0.000 -0.001
ent_jm_carepackage_spawn	80.241798 922.904358 120.360100	0.001 0.000 -0.000
ent_jm_carepackage_spawn	5.119709 931.915894 120.328552	-0.035 0.010 -0.016
ent_jm_carepackage_spawn	138.565018 932.934021 120.368294	0.002 0.000 0.000
ent_jm_carepackage_spawn	-81.084366 918.427185 120.413925	0.009 0.000 0.008
ent_jm_carepackage_spawn	-90.651031 834.878906 120.364960	0.013 -0.022 0.050
ent_jm_carepackage_spawn	-89.951859 704.390869 120.344490	0.001 0.000 -0.000
ent_jm_carepackage_spawn	-103.157570 569.207703 120.385056	0.002 0.000 0.001
ent_jm_carepackage_spawn	-100.614006 475.165802 120.370888	-0.011 -0.016 0.017
ent_jm_carepackage_spawn	-66.996056 512.883667 120.353607	0.001 0.000 -0.000
ent_jm_carepackage_spawn	42.093449 509.953430 120.412598	0.008 0.000 0.007
ent_jm_carepackage_spawn	169.589005 513.621521 120.498459	-0.000 0.389 -0.004
ent_jm_carepackage_spawn	323.419495 577.989380 128.344223	0.002 0.000 -0.001
ent_jm_carepackage_spawn	391.671204 510.564972 128.361954	0.002 0.000 -0.001
ent_jm_carepackage_spawn	295.459595 425.434906 128.468597	-0.150 -0.014 -0.051
ent_jm_carepackage_spawn	312.785461 502.875580 128.344223	0.002 0.000 -0.001
ent_jm_carepackage_spawn	241.513580 510.713593 128.364014	0.002 0.000 -0.001
ent_jm_carepackage_spawn	-98.866913 395.635986 120.374146	0.002 0.000 0.000
ent_jm_carepackage_spawn	-102.067047 312.179108 120.353615	0.001 0.000 -0.000
ent_jm_carepackage_spawn	-99.488899 223.562592 120.445015	0.073 -0.000 0.073
ent_jm_carepackage_spawn	-109.450310 81.279213 120.382957	0.001 0.009 -0.001
ent_jm_carepackage_spawn	-4.578297 101.266762 120.452759	0.002 -0.018 0.078
ent_jm_carepackage_spawn	100.243874 101.001007 120.362198	0.001 0.000 -0.000
ent_jm_carepackage_spawn	205.465210 104.388962 120.374138	0.002 0.000 0.000
ent_jm_carepackage_spawn	640.927063 96.305618 120.491257	-0.252 0.002 -0.252
ent_jm_carepackage_spawn	524.748047 101.644188 120.368042	-0.022 -0.012 0.016
ent_jm_carepackage_spawn	458.802734 101.455154 120.332298	-0.016 0.017 -0.021
ent_jm_carepackage_spawn	303.807617 109.972649 120.393440	0.003 0.000 0.002
ent_jm_carepackage_spawn	-160.771622 495.891998 124.219795	0.175 0.429 -14.663
ent_jm_carepackage_spawn	-274.198639 499.469818 120.484085	-0.283 0.002 -0.283
ent_jm_carepackage_spawn	-394.159241 501.665619 120.351387	0.001 0.000 -0.000
ent_jm_carepackage_spawn	-536.634949 504.286987 120.398186	0.004 0.000 0.003
ent_jm_carepackage_spawn	-649.110046 506.354919 120.375938	-0.009 -0.017 0.019
ent_jm_carepackage_spawn	-761.587463 508.413116 120.340141	0.001 0.008 -0.005
ent_jm_carepackage_spawn	-866.578491 510.357727 120.337288	0.001 0.000 -0.001
ent_jm_carepackage_spawn	-994.056763 512.703186 120.409866	0.007 0.000 0.006
ent_jm_carepackage_spawn	-1054.046631 513.806946 120.366295	0.001 0.000 0.000
ent_jm_carepackage_spawn	-1176.399658 507.718262 120.360100	0.001 0.000 -0.000
ent_jm_carepackage_spawn	-1299.954346 388.962311 128.334518	0.002 0.000 -0.001
ent_jm_carepackage_spawn	-1432.475342 356.826752 128.381317	0.002 0.000 0.000
ent_jm_carepackage_spawn	-1409.050415 444.032959 128.373917	0.002 0.000 -0.000
ent_jm_carepackage_spawn	-1458.879517 540.079712 128.344406	-0.013 0.016 -0.020
ent_jm_carepackage_spawn	-1487.861938 683.555725 128.409714	0.007 0.000 0.005
ent_jm_carepackage_spawn	-1351.428955 645.011780 128.355225	-0.012 0.016 -0.020
ent_jm_carepackage_spawn	-1286.887817 479.197998 128.373917	0.002 0.000 -0.000
ent_jm_carepackage_spawn	-1585.905273 697.433655 128.409698	0.007 0.000 0.005
ent_jm_carepackage_spawn	-1600.098022 630.099182 128.388290	0.003 0.000 0.001
ent_jm_carepackage_spawn	-1637.773071 416.500092 128.375809	0.002 0.000 0.000
ent_jm_carepackage_spawn	-1570.768921 316.585449 128.353348	0.002 0.000 -0.001
ent_jm_carepackage_spawn	-1610.255371 530.092590 160.487350	0.014 0.229 0.162
ent_jm_carepackage_spawn	-1610.270752 457.982269 208.451996	-0.031 -0.309 0.539
ent_jm_carepackage_spawn	-1608.449463 338.786896 264.359833	0.002 0.000 -0.001
ent_jm_carepackage_spawn	-1473.301758 340.560394 264.386566	0.003 0.000 0.001
ent_jm_carepackage_spawn	-1360.931763 408.043060 264.401062	0.005 0.000 0.003
ent_jm_carepackage_spawn	-1499.365112 691.499084 264.452026	-0.006 -0.013 0.006
ent_jm_carepackage_spawn	-1655.065308 706.455017 264.425568	0.005 0.004 0.024
ent_jm_carepackage_spawn	-1497.441406 515.092102 264.423828	0.016 -0.000 0.014
ent_jm_carepackage_spawn	-1330.827026 643.584717 264.332001	0.002 0.000 -0.001
ent_jm_carepackage_spawn	-1195.914429 527.867126 264.341827	0.002 0.000 -0.001
ent_jm_carepackage_spawn	-1309.342896 500.063416 264.346558	0.002 0.000 -0.001
ent_jm_carepackage_spawn	-1465.617798 419.267883 264.341827	0.002 0.000 -0.001
ent_jm_carepackage_spawn	-1411.371826 603.089172 264.341827	0.002 0.000 -0.001
ent_jm_carepackage_spawn	-1682.452148 581.347900 264.370026	0.002 0.000 -0.000
ent_jm_carepackage_spawn	-1688.665405 448.018646 264.395935	-0.055 -0.000 0.061
ent_jm_carepackage_spawn	-1677.266479 327.539795 264.462158	-0.000 -0.044 0.144
ent_jm_carepackage_spawn	-1541.763184 332.422852 264.414154	-0.007 -0.013 0.135
ent_jm_carepackage_spawn	270.341217 492.391083 317.799011	-0.044 0.718 7.626
ent_jm_carepackage_spawn	676.450317 484.330078 312.436676	-7.473 0.683 -0.091
ent_jm_carepackage_spawn	-1257.984985 447.017395 533.203796	0.095 -0.534 10.033
ent_jm_carepackage_spawn	-1253.559448 557.555481 536.550659	0.096 0.540 -10.061
